batch_size.evaluation	evaluation	path	training
	29.81851315498352	complex/trouillon2016_complex_fb15k.json	1.640441608428955
	4.551660537719727	complex/trouillon2016_complex_wn18.json	0.3536832332611084
	14.673102378845215	conve/dettmers2018_conve_fb15k.json	34.67542872428894
	6.211552381515503	conve/dettmers2018_conve_fb15k237.json	19.024553966522216
	3.723423957824707	conve/dettmers2018_conve_wn18.json	33.473473691940306
	2.1725149154663086	conve/dettmers2018_conve_wn18rr.json	20.13378930091858
	113.07699227333069	convkb/nguyen2018_convkb_fb15k237.json	5.8175290584564205
	228.67922687530518	convkb/nguyen2018_convkb_wn18rr.json	2.3075665473937987
	9.182297706604004	convkb/nguyen2018_transe_fb15k237.json	2.377616119384766
	20.92709469795227	distmult/yang2014_distmult_fb15k.json	3.150154638290405
	5.345269203186035	distmult/yang2014_distmult_wn18.json	1.189062738418579
	34.076919078826904	hole/nickel2016_hole_fb15k.json	0.8448263168334961
	7.570884943008423	hole/nickel2016_hole_wn18.json	0.4609029293060303
	28.00254464149475	kg2e/he2015_kg2e_fb15k.json	2.760317659378052
	7.501351594924927	kg2e/he2015_kg2e_wn18.json	39.696214532852174
	14.712653875350952	mure/balazevic2019_mure_fb15k237.json	13.239705181121826
	143.83830213546753	quate/zhang2019_quate_fb15k.json	1.456200647354126
	33.202207803726196	quate/zhang2019_quate_fb15k237.json	0.8993231296539307
	50.53933072090149	quate/zhang2019_quate_wn18.json	2.752012538909912
	13.765980958938599	quate/zhang2019_quate_wn18rr.json	0.9874269962310791
	88.11779618263245	rotate/sun2019_rotate_fb15k.json	80.48430371284485
	28.418932676315308	rotate/sun2019_rotate_fb15k237.json	88.11092224121094
	11.729146718978882	rotate/sun2019_rotate_wn18.json	94.30107221603393
	7.746156454086304	rotate/sun2019_rotate_wn18rr.json	58.11595721244812
	29.054805994033813	simple/kazemi2018_simple_fb15k.json	2.0225048065185547
	8.916642427444458	simple/kazemi2018_simple_wn18.json	0.9781480312347413
	33.93540859222412	transd/ji2015_transd_fb15k.json	17.45572304725647
	9.962103366851807	transd/ji2015_transd_wn18.json	5.07728943824768
	16.924992561340332	transe/bordes2013_transe_fb15k.json	23.030786180496214
	4.560383558273315	transe/bordes2013_transe_wn18.json	6.884837055206299
	29.358933925628662	transh/wang2014_transh_fb15k.json	2.086397314071655
	8.131263971328735	transh/wang2014_transh_wn18.json	0.5390334129333496
	28.336533308029175	transr/li2015_transr_fb15k.json	2.297199583053589
	7.977590084075928	transr/li2015_transr_wn18.json	0.7416571140289306
	42.46483302116394	tucker/balazevic2019_tucker_fb15k.json	171.85428743362428
	15.475303888320923	tucker/balazevic2019_tucker_fb15k237.json	93.29796805381775
	6.739559888839722	tucker/balazevic2019_tucker_wn18.json	119.4441192150116
	5.12530517578125	tucker/balazevic2019_tucker_wn18rr.json	71.62051973342895
